Easting,Northing,surf,bed,hice,dist
-1470322,-388046,874.2673950195312,-934.52594,1825.3303,22.6
-1470416,-388081,867.1854858398438,-934.52594,1825.3303,22.7
-1470510,-388116,867.1854858398438,-966.045,1841.5446,22.8
-1470603,-388151,859.97265625,-966.045,1841.5446,22.9
-1470697,-388186,859.97265625,-966.045,1841.5446,23.0
-1470790,-388223,859.6699829101562,-966.045,1841.5446,23.1
-1470883,-388259,853.0206909179688,-966.045,1841.5446,23.2
-1470977,-388296,853.0206909179688,-966.045,1841.5446,23.3
-1471070,-388331,847.3150024414062,-998.1401,1857.0438,23.4
-1471164,-388367,847.3150024414062,-998.1401,1857.0438,23.5
-1471257,-388402,842.7327270507812,-998.1401,1857.0438,23.6
-1471350,-388438,842.7327270507812,-998.1401,1857.0438,23.7
-1471443,-388474,839.5259399414062,-998.1401,1857.0438,23.8
-1471537,-388509,839.5259399414062,-1031.2285,1879.9965,23.9
-1471631,-388545,838.0687866210938,-1031.2285,1879.9965,24.0
-1471725,-388577,838.0687866210938,-1031.2285,1879.9965,24.1
-1471819,-388614,836.2745971679688,-1031.2285,1879.9965,24.2
-1471912,-388650,836.2745971679688,-1031.2285,1879.9965,24.3
-1472004,-388687,835.8219604492188,-1051.0282,1894.0724,24.4
-1472097,-388724,835.8219604492188,-1051.0282,1894.0724,24.5
-1472190,-388762,835.8219604492188,-1051.0282,1894.0724,24.6
-1472282,-388800,834.8541259765625,-1051.0282,1894.0724,24.7
-1472373,-388841,834.8541259765625,-1051.0282,1894.0724,24.8
-1472465,-388881,835.3705444335938,-1051.0282,1894.0724,24.9
-1472557,-388922,835.3705444335938,-1064.7192,1908.0938,25.0
-1472649,-388961,835.8491821289062,-1064.7192,1908.0938,25.1
-1472741,-389000,835.2755737304688,-1076.5629,1917.453,25.2
-1472832,-389040,836.0587768554688,-1076.5629,1917.453,25.3
-1472923,-389082,836.0587768554688,-1076.5629,1917.453,25.4
-1473013,-389126,837.0255737304688,-1086.6477,1930.56,25.5
-1473103,-389171,837.0255737304688,-1086.6477,1930.56,25.6
