Easting,Northing,surf,bed,hice,dist
-1464524,-378192,890.1796264648438,-952.3499,1848.2083,19.5
-1464613,-378237,887.0517578125,-952.3499,1848.2083,19.6
-1464704,-378279,887.0517578125,-952.3499,1848.2083,19.7
-1464795,-378320,887.0517578125,-952.3499,1848.2083,19.8
-1464884,-378368,886.4398803710938,-952.3499,1848.2083,19.9
-1464972,-378413,885.3939208984375,-952.3499,1848.2083,20.0
-1465060,-378463,885.3555908203125,-972.9254,1866.9369,20.1
-1465149,-378507,885.3555908203125,-967.0342,1859.6832,20.2
-1465240,-378550,886.3590087890625,-967.0342,1859.6832,20.3
-1465332,-378589,886.3590087890625,-967.0342,1859.6832,20.4
-1465422,-378633,887.2695922851562,-967.0342,1859.6832,20.5
-1465513,-378674,887.2695922851562,-983.81866,1879.0308,20.6
-1465604,-378713,889.3231201171875,-983.81866,1879.0308,20.7
-1465700,-378742,889.3231201171875,-983.81866,1879.0308,20.8
-1465795,-378774,889.3231201171875,-983.81866,1879.0308,20.9
-1465888,-378811,891.07763671875,-983.81866,1879.0308,21.0
-1465970,-378867,891.07763671875,-983.81866,1879.0308,21.1
-1466054,-378922,893.9703979492188,-998.79156,1899.6339,21.2
-1466141,-378971,893.9703979492188,-998.79156,1899.6339,21.3
-1466232,-379014,895.6126098632812,-991.0997,1890.696,21.4
-1466321,-379058,895.6126098632812,-991.0997,1890.696,21.5
-1466408,-379108,898.332763671875,-991.0997,1890.696,21.6
-1466495,-379157,898.332763671875,-991.0997,1890.696,21.7
-1466582,-379206,897.3869018554688,-1003.2086,1908.3741,21.8
-1466666,-379260,899.9105834960938,-1003.2086,1908.3741,21.9
-1466753,-379311,899.9105834960938,-1003.2086,1908.3741,22.0
-1466841,-379359,902.5258178710938,-1003.2086,1908.3741,22.1
-1466931,-379400,901.2293701171875,-1003.2086,1908.3741,22.2
-1467023,-379440,903.6793212890625,-1011.387,1922.5283,22.3
-1467113,-379485,903.6793212890625,-1011.387,1922.5283,22.4
-1467202,-379530,905.7424926757812,-1002.859,1912.247,22.5
-1467290,-379576,905.7424926757812,-1002.859,1912.247,22.6
-1467379,-379623,904.810302734375,-1002.859,1912.247,22.7
-1467469,-379666,906.6360473632812,-1002.859,1912.247,22.8
-1467559,-379710,906.6360473632812,-1007.6098,1922.0829,22.9
-1467650,-379751,908.427001953125,-1007.6098,1922.0829,23.0
-1467741,-379793,908.427001953125,-1007.6098,1922.0829,23.1
-1467832,-379834,909.4191284179688,-1007.6098,1922.0829,23.2
-1467924,-379874,909.4191284179688,-1007.6098,1922.0829,23.3
-1468015,-379914,910.2255249023438,-1010.81555,1929.2666,23.4
-1468107,-379954,910.2255249023438,-1010.81555,1929.2666,23.5
-1468197,-379997,910.2255249023438,-1010.81555,1929.2666,23.6
-1468288,-380039,911.2030639648438,-1002.5139,1920.5635,23.7
-1468379,-380081,911.2030639648438,-1002.5139,1920.5635,23.8
-1468470,-380122,911.4521484375,-1002.5139,1920.5635,23.9
-1468561,-380162,911.4521484375,-1005.8653,1926.587,24.0
-1468654,-380200,911.9288330078125,-1005.8653,1926.587,24.1
-1468746,-380238,911.9288330078125,-1005.8653,1926.587,24.2
-1468840,-380272,911.31103515625,-1005.8653,1926.587,24.3
-1468934,-380307,911.31103515625,-1005.8653,1926.587,24.4
-1469028,-380342,910.6910400390625,-1011.31714,1931.744,24.5
-1469122,-380377,910.6910400390625,-1011.31714,1931.744,24.6
-1469216,-380411,910.4346923828125,-1011.31714,1931.744,24.7
-1469311,-380443,910.4346923828125,-1011.31714,1931.744,24.8
-1469403,-380479,909.6202392578125,-1011.31714,1931.744,24.9
-1469496,-380517,909.6202392578125,-1003.4193,1925.1067,25.0
-1469584,-380564,909.6202392578125,-1009.159,1929.7998,25.1
-1469672,-380612,909.4583129882812,-1009.159,1929.7998,25.2
-1469760,-380660,909.4583129882812,-1009.159,1929.7998,25.3
-1469850,-380703,908.427490234375,-1009.159,1929.7998,25.4
-1469940,-380746,908.427490234375,-1009.159,1929.7998,25.5
-1470031,-380789,907.3360595703125,-1014.6712,1933.3264,25.6
-1470121,-380831,908.8113403320312,-1014.6712,1933.3264,25.7
-1470212,-380872,907.7317504882812,-1014.6712,1933.3264,25.8
-1470303,-380915,907.7317504882812,-1014.6712,1933.3264,25.9
-1470392,-380961,907.7317504882812,-1014.6712,1933.3264,26.0
-1470482,-381003,908.1981201171875,-1006.75476,1928.3652,26.1
-1470571,-381050,908.1981201171875,-1011.9639,1931.5793,26.2
-1470658,-381099,906.9163818359375,-1011.9639,1931.5793,26.3
-1470744,-381150,906.9163818359375,-1011.9639,1931.5793,26.4
-1470832,-381198,905.7116088867188,-1011.9639,1931.5793,26.5
-1470921,-381243,907.175537109375,-1011.9639,1931.5793,26.6
-1471008,-381291,905.7476196289062,-1018.15076,1934.7012,26.7
-1471098,-381336,905.7476196289062,-1018.15076,1934.7012,26.8
-1471182,-381390,905.7476196289062,-1018.15076,1934.7012,26.9
-1471264,-381447,905.4244995117188,-1018.15076,1934.7012,27.0
-1471346,-381504,905.4244995117188,-1010.79407,1929.5016,27.1
-1471428,-381562,903.744873046875,-1010.79407,1929.5016,27.2
-1471508,-381621,904.613525390625,-1018.4026,1932.334,27.3
-1471591,-381677,904.613525390625,-1018.4026,1932.334,27.4
-1471674,-381733,902.3554077148438,-1018.4026,1932.334,27.5
-1471758,-381788,902.3554077148438,-1018.4026,1932.334,27.6
-1471842,-381842,900.0447998046875,-1018.4026,1932.334,27.7
-1471928,-381893,900.0447998046875,-1018.4026,1932.334,27.8
-1472014,-381944,897.3655395507812,-1027.3376,1934.8188,27.9
-1472102,-381992,897.3655395507812,-1027.3376,1934.8188,28.0
-1472188,-382042,897.0786743164062,-1022.9225,1928.968,28.1
-1472277,-382088,893.8418579101562,-1022.9225,1928.968,28.2
-1472366,-382133,893.8418579101562,-1022.9225,1928.968,28.3
-1472457,-382176,890.6505737304688,-1022.9225,1928.968,28.4
-1472547,-382218,889.6378173828125,-1034.3352,1931.611,28.5
-1472639,-382257,885.8547973632812,-1034.3352,1931.611,28.6
-1472729,-382301,885.8547973632812,-1034.3352,1931.611,28.7
-1472819,-382345,882.080810546875,-1034.3352,1931.611,28.8
-1472911,-382385,882.080810546875,-1034.3352,1931.611,28.9
-1473002,-382426,876.7032470703125,-1046.8759,1934.3936,29.0
-1473094,-382465,876.7032470703125,-1046.8759,1934.3936,29.1
-1473186,-382504,876.7032470703125,-1045.1744,1928.4025,29.2
-1473277,-382545,872.9911499023438,-1045.1744,1928.4025,29.3
-1473369,-382584,872.9911499023438,-1045.1744,1928.4025,29.4
-1473462,-382623,867.318359375,-1045.1744,1928.4025,29.5
-1473555,-382659,867.318359375,-1058.2676,1931.1829,29.6
-1473648,-382695,864.1611328125,-1058.2676,1931.1829,29.7
-1473742,-382730,864.1611328125,-1058.2676,1931.1829,29.8
-1473834,-382769,861.2662963867188,-1058.2676,1931.1829,29.9
-1473927,-382806,858.974609375,-1058.2676,1931.1829,30.0
-1474022,-382838,856.7369995117188,-1068.3276,1933.858,30.1
-1474113,-382878,856.7369995117188,-1068.3276,1933.858,30.2
-1474206,-382914,854.802490234375,-1068.3276,1933.858,30.3
-1474300,-382949,854.802490234375,-1068.3276,1933.858,30.4
-1474393,-382986,854.802490234375,-1068.3276,1933.858,30.5
-1474485,-383025,851.3958740234375,-1067.2612,1927.3833,30.6
-1474577,-383065,851.3958740234375,-1073.8615,1930.0905,30.7
-1474670,-383101,850.622802734375,-1073.8615,1930.0905,30.8
-1474763,-383138,850.622802734375,-1073.8615,1930.0905,30.9
-1474855,-383178,849.7379150390625,-1073.8615,1930.0905,31.0
-1474946,-383218,848.0736083984375,-1073.8615,1930.0905,31.1
-1475037,-383259,847.7613525390625,-1077.6084,1932.8402,31.2
-1475129,-383299,847.7613525390625,-1077.6084,1932.8402,31.3
-1475220,-383341,847.7418212890625,-1077.6084,1932.8402,31.4
-1475309,-383386,847.7418212890625,-1077.6084,1932.8402,31.5
-1475400,-383428,846.2503051757812,-1077.6084,1932.8402,31.6
-1475491,-383470,846.406494140625,-1077.6084,1932.8402,31.7
-1475582,-383510,846.406494140625,-1076.5676,1929.5913,31.8
-1475674,-383550,846.8460693359375,-1076.5676,1929.5913,31.9
-1475767,-383587,846.8460693359375,-1076.5676,1929.5913,32.0
-1475860,-383623,846.6692504882812,-1076.5676,1929.5913,32.1
-1475955,-383654,846.6692504882812,-1076.5676,1929.5913,32.2
-1476050,-383685,847.4449462890625,-1077.5818,1932.6353,32.3
-1476145,-383716,847.4449462890625,-1077.5818,1932.6353,32.4
-1476242,-383742,848.6002807617188,-1077.5818,1932.6353,32.5
-1476328,-383794,848.6002807617188,-1077.5818,1932.6353,32.6
-1476414,-383845,849.5725708007812,-1077.5818,1932.6353,32.7
-1476507,-383881,849.5725708007812,-1076.8048,1935.0609,32.8
-1476601,-383914,851.278564453125,-1076.8048,1935.0609,32.9
-1476695,-383949,851.278564453125,-1076.8048,1935.0609,33.0
-1476788,-383985,851.278564453125,-1076.8048,1935.0609,33.1
-1476881,-384023,852.9947509765625,-1072.5317,1930.6573,33.2
-1476973,-384061,852.9947509765625,-1072.5317,1930.6573,33.3
-1477067,-384096,855.1675415039062,-1068.2566,1931.0388,33.4
-1477155,-384143,855.1675415039062,-1068.2566,1931.0388,33.5
-1477242,-384192,857.6232299804688,-1068.2566,1931.0388,33.6
-1477323,-384251,857.3753662109375,-1068.2566,1931.0388,33.7
-1477409,-384302,859.9560546875,-1068.2566,1931.0388,33.8
-1477497,-384351,859.9560546875,-1068.2566,1931.0388,33.9
-1477583,-384402,859.6521606445312,-1060.6238,1929.0214,34.0
-1477668,-384454,862.234375,-1060.6238,1929.0214,34.1
-1477751,-384509,862.234375,-1059.0953,1927.1215,34.2
-1477835,-384565,864.7510986328125,-1059.0953,1927.1215,34.3
-1477920,-384618,864.3440551757812,-1059.0953,1927.1215,34.4
-1478004,-384671,866.8667602539062,-1047.6125,1921.5488,34.5
-1478088,-384726,866.8667602539062,-1047.6125,1921.5488,34.6
-1478175,-384775,866.8667602539062,-1047.6125,1921.5488,34.7
-1478263,-384821,868.5602416992188,-1047.6125,1921.5488,34.8
-1478353,-384865,868.5602416992188,-1047.6125,1921.5488,34.9
-1478443,-384910,870.6351318359375,-1047.6125,1921.5488,35.0
-1478533,-384952,870.6351318359375,-1035.6716,1915.0078,35.1
-1478624,-384994,872.324951171875,-1035.6716,1915.0078,35.2
-1478717,-385031,872.5260620117188,-1036.4058,1915.532,35.3
-1478809,-385070,873.9781494140625,-1036.4058,1915.532,35.4
-1478902,-385107,873.9781494140625,-1036.4058,1915.532,35.5
-1478994,-385145,873.9781494140625,-1036.4058,1915.532,35.6
-1479088,-385179,875.3847045898438,-1022.9627,1907.8385,35.7
-1479182,-385215,876.3009033203125,-1022.9627,1907.8385,35.8
-1479269,-385263,877.9323120117188,-1022.9627,1907.8385,35.9
-1479362,-385301,877.9323120117188,-1022.9627,1907.8385,36.0
-1479454,-385340,879.2653198242188,-1022.9627,1907.8385,36.1
-1479547,-385377,879.2653198242188,-1011.55396,1901.181,36.2
-1479640,-385412,882.6531372070312,-1011.55396,1901.181,36.3
-1479733,-385451,882.6531372070312,-1011.55396,1901.181,36.4
-1479825,-385489,885.0869140625,-1011.55396,1901.181,36.5
-1479918,-385526,885.0869140625,-1009.6281,1902.8264,36.6
-1480012,-385561,886.949951171875,-995.36005,1894.8068,36.7
-1480105,-385597,886.949951171875,-995.36005,1894.8068,36.8
-1480199,-385631,889.1564331054688,-995.36005,1894.8068,36.9
-1480292,-385668,891.8253784179688,-995.36005,1894.8068,37.0
-1480385,-385704,891.8253784179688,-995.36005,1894.8068,37.1
-1480479,-385739,894.673095703125,-995.36005,1894.8068,37.2
-1480572,-385775,894.673095703125,-980.51544,1886.2916,37.3
-1480666,-385810,898.9605102539062,-980.51544,1886.2916,37.4
-1480759,-385847,898.9605102539062,-980.51544,1886.2916,37.5
-1480852,-385882,901.5780029296875,-980.51544,1886.2916,37.6
-1480946,-385917,901.5780029296875,-980.51544,1886.2916,37.7
-1481036,-385962,903.1436767578125,-965.61786,1876.6602,37.8
-1481126,-386005,903.2543334960938,-967.7569,1878.2659,37.9
-1481218,-386043,902.7593994140625,-967.7569,1878.2659,38.0
-1481311,-386081,902.7593994140625,-967.7569,1878.2659,38.1
-1481404,-386118,901.4171752929688,-967.7569,1878.2659,38.2
-1481498,-386152,901.4171752929688,-967.7569,1878.2659,38.3
-1481592,-386186,901.4171752929688,-956.83026,1863.273,38.4
-1481686,-386219,896.5133666992188,-956.83026,1863.273,38.5
-1481780,-386253,896.5133666992188,-956.83026,1863.273,38.6
-1481874,-386288,892.9607543945312,-956.83026,1863.273,38.7
-1481967,-386324,892.9607543945312,-956.83026,1863.273,38.8
-1482062,-386357,888.322265625,-948.5843,1845.8938,38.9
-1482156,-386389,888.322265625,-948.5843,1845.8938,39.0
-1482251,-386422,881.5433349609375,-948.5843,1845.8938,39.1
-1482345,-386455,881.5433349609375,-948.5843,1845.8938,39.2
-1482439,-386488,875.5249633789062,-948.5843,1845.8938,39.3
-1482534,-386521,875.5249633789062,-954.2196,1831.9951,39.4
-1482628,-386554,868.7877197265625,-954.2196,1831.9951,39.5
-1482723,-386585,868.7877197265625,-954.2196,1831.9951,39.6
-1482818,-386617,858.5985107421875,-954.2196,1831.9951,39.7
-1482913,-386649,858.5985107421875,-954.2196,1831.9951,39.8
-1483007,-386682,850.5426635742188,-959.51416,1818.4938,39.9
-1483102,-386715,850.5426635742188,-959.51416,1818.4938,40.0
-1483196,-386749,850.5426635742188,-959.51416,1818.4938,40.1
-1483289,-386784,842.1586303710938,-959.51416,1818.4938,40.2
-1483383,-386818,840.1626586914062,-959.51416,1818.4938,40.3
-1483477,-386853,832.7369384765625,-959.51416,1818.4938,40.4
-1483572,-386885,832.7369384765625,-971.9502,1811.7284,40.5
-1483667,-386917,825.548095703125,-971.9502,1811.7284,40.6
-1483762,-386948,825.548095703125,-971.9502,1811.7284,40.7
-1483857,-386979,819.39208984375,-971.9502,1811.7284,40.8
-1483952,-387010,818.5119018554688,-990.67224,1825.522,40.9
-1484047,-387041,814.599365234375,-996.25806,1820.0504,41.0
-1484141,-387076,814.599365234375,-996.25806,1820.0504,41.1
-1484234,-387114,811.7379760742188,-996.25806,1820.0504,41.2
-1484326,-387150,811.7379760742188,-996.25806,1820.0504,41.3
-1484419,-387189,810.6411743164062,-996.25806,1820.0504,41.4
-1484508,-387235,810.99609375,-997.13324,1816.953,41.5
-1484594,-387284,810.99609375,-997.13324,1816.953,41.6
-1484677,-387340,812.0879516601562,-997.13324,1816.953,41.7
-1484774,-387364,812.0879516601562,-997.13324,1816.953,41.8
-1484872,-387384,814.5022583007812,-997.13324,1816.953,41.9
-1484961,-387431,814.9571533203125,-997.13324,1816.953,42.0
-1485049,-387478,817.91796875,-990.3713,1814.9388,42.1
-1485137,-387526,817.91796875,-996.6333,1824.8253,42.2
